sentence_good,sentence_bad,field,linguistics_term,UID,pair_id,Group,config,trial_type
Who can't a guest investigate he can't attack?,Who can't a guest investigate who can't attack?,syntax,island_effects,wh_island,521,p22,wh_island,target
Ruth returned to Marie.,Ruth fell Marie.,syntax,argument_structure,transitive,678,p22,transitive,target
Who hadn't Kayla figured out she bothered?,Who hadn't Kayla figured out what bothered?,syntax,island_effects,wh_island,740,p22,wh_island,target
Even Roger also hopes to care for Thomas.,Even Roger ever hopes to care for Thomas.,semantics,npi_licensing,npi_present_1,411,p22,npi_present_1,target
All sketches that have scared Sharon aren't disturbing themselves.,All sketches that have scared Sharon aren't disturbing herself.,syntax_semantics,binding,principle_A_c_command,513,p22,principle_A_c_command,target
Every projector was there impressing Irene.,There was every projector impressing Irene.,semantics,quantifiers,existential_there_quantifiers_2,740,p22,existential_there_quantifiers_2,target
Even Carrie has also talked to most girls.,Even Carrie has ever talked to most girls.,semantics,npi_licensing,npi_present_1,740,p22,npi_present_1,target
Melinda wasn't realizing who these photographs look like.,Melinda wasn't realizing that these photographs look like.,syntax,filler_gap_dependency,wh_vs_that_with_gap,136,p22,wh_vs_that_with_gap,target
That hospital isn't disturbed by this commentary about music.,That hospital isn't clashed by this commentary about music.,syntax,argument_structure,passive_1,513,p22,passive_1,target
Barbara examines every essay.,That candle examines every essay.,syntax,s-selection,animate_subject_trans,521,p22,animate_subject_trans,target
Scott remembers who these waitresses disagree with.,Scott remembers that these waitresses disagree with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,513,p22,wh_vs_that_with_gap,target
A lot of restaurants aren't fun to go to.,A go restaurants aren't to of fun lot to.,syntax_semantics,control_raising,tough_vs_raising_1,859,p22,tough_vs_raising_1,filler
Homer's daughters aren't hired by Alan's daughter.,Homer's daughters aren't answered by Alan's daughter.,syntax,argument_structure,passive_1,411,p22,passive_1,target
What haven't the Borgias learned they would break?,What haven't the Borgias learned who would break?,syntax,island_effects,wh_island,513,p22,wh_island,target
Beverly discovered this ox.,Beverly discovered this oxen.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,521,p22,determiner_noun_agreement_irregular_1,target
April sounded like Amelia.,The museum sounded like Amelia.,syntax,s-selection,animate_subject_trans,411,p22,animate_subject_trans,target
Kevin isn't figuring out what some guests lifted.,Kevin isn't figuring out that some guests lifted.,syntax,filler_gap_dependency,wh_vs_that_with_gap,859,p22,wh_vs_that_with_gap,target
Kayla appreciates these paralyses.,Kayla appreciates these paralysis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,411,p22,determiner_noun_agreement_irregular_1,target
Children who will drop by this mountain liked themselves.,Children who will drop by this mountain liked itself.,syntax_semantics,binding,principle_A_c_command,411,p22,principle_A_c_command,target
Most paintings of Sheila weren't there falling.,There weren't most paintings of Sheila falling.,semantics,quantifiers,existential_there_quantifiers_2,136,p22,existential_there_quantifiers_2,target
What is Thomas revealing he escaped from?,What is Thomas revealing who escaped from?,syntax,island_effects,wh_island,737,p22,wh_island,target
Alexander has known Sarah.,This cafe has known Sarah.,syntax,s-selection,animate_subject_trans,737,p22,animate_subject_trans,target
Even James really visits this boy.,Even James ever visits this boy.,semantics,npi_licensing,npi_present_1,136,p22,npi_present_1,target
All cats are there stunning Gina.,There are all cats stunning Gina.,semantics,quantifiers,existential_there_quantifiers_2,737,p22,existential_there_quantifiers_2,target
An actor that is complaining about Joseph did not ever prefer this bread to burn.,An actor that is not complaining about Joseph did ever prefer this bread to burn.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,136,p22,sentential_negation_npi_scope,target
Marcus argued about these ellipses.,Marcus argued about these ellipsis.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,136,p22,determiner_noun_agreement_irregular_1,target
Wayne's students went to the grocery store.,Wayne's students murmur the grocery store.,syntax,argument_structure,transitive,859,p22,transitive,target
Even the Clintons often divorced.,Even the Clintons ever divorced.,semantics,npi_licensing,npi_present_1,660,p22,npi_present_1,target
What should some lady know she messes up?,What should some lady know who messes up?,syntax,island_effects,wh_island,660,p22,wh_island,target
Thomas figures out who many cashiers haven't disliked.,Thomas figures out that many cashiers haven't disliked.,syntax,filler_gap_dependency,wh_vs_that_with_gap,737,p22,wh_vs_that_with_gap,target
Even Sandra had clearly gone fishing.,Even Sandra had ever gone fishing.,semantics,npi_licensing,npi_present_1,513,p22,npi_present_1,target
Most organizations reveal who the drivers worked with.,Most organizations reveal that the drivers worked with.,syntax,filler_gap_dependency,wh_vs_that_with_gap,411,p22,wh_vs_that_with_gap,target
Donald is noticing Aaron.,This art gallery is noticing Aaron.,syntax,s-selection,animate_subject_trans,859,p22,animate_subject_trans,target
Gerald broke those carriages.,Gerald those broke carriages.,morphology,irregular_forms,irregular_past_participle_verbs,737,p22,irregular_past_participle_verbs,filler
Most nieces of Beverly have investigated many customers.,Most nieces of Beverly have competed many customers.,syntax,argument_structure,transitive,513,p22,transitive,target
Pamela could return to whose mall?,Pamela return to whose could mall?,syntax,island_effects,left_branch_island_echo_question,859,p22,left_branch_island_echo_question,filler
The driver is drying many scarves.,The is many driver drying scarves.,syntax,argument_structure,causative,859,p22,causative,filler
The universities were bothered by a lot of actors.,The universities were replied by a lot of actors.,syntax,argument_structure,passive_1,737,p22,passive_1,target
Candice had shocked this person.,Candice had shocked this people.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,740,p22,determiner_noun_agreement_irregular_1,target
Vincent hasn't researched a lot of books.,Some library hasn't researched a lot of books.,syntax,s-selection,animate_subject_trans,660,p22,animate_subject_trans,target
A hill that shouldn't upset Natalie shouldn't annoy itself.,A hill that shouldn't upset Natalie shouldn't annoy herself.,syntax_semantics,binding,principle_A_c_command,678,p22,principle_A_c_command,target
What haven't some museums learned they have remembered?,What haven't some museums learned who have remembered?,syntax,island_effects,wh_island,411,p22,wh_island,target
Dana can attack Aaron.,A dress can attack Aaron.,syntax,s-selection,animate_subject_trans,678,p22,animate_subject_trans,target
That bank that had shocked some teacher would not ever cope.,That bank that had not shocked some teacher would ever cope.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,626,p22,sentential_negation_npi_scope,target
Anne buys every shirt.,Anne waves every shirt.,syntax,argument_structure,transitive,521,p22,transitive,target
Tamara cleans those lice.,Tamara cleans those louse.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,513,p22,determiner_noun_agreement_irregular_1,target
Beth isn't selling these octopi.,Beth isn't these selling octopi.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_2,859,p22,determiner_noun_agreement_irregular_2,filler
A jacket that had shocked Becky disturbs itself.,A jacket that had shocked Becky disturbs herself.,syntax_semantics,binding,principle_A_c_command,626,p22,principle_A_c_command,target
Christopher was remembered by Rachelle.,Christopher was trained by Rachelle.,syntax,argument_structure,passive_1,660,p22,passive_1,target
Steve attacks those women.,Steve attacks those woman.,morphology,determiner_noun_agreement,determiner_noun_agreement_irregular_1,859,p22,determiner_noun_agreement_irregular_1,target
All legislatures aren't there enticing those fathers of the Borgias to depart.,There aren't all legislatures enticing those fathers of the Borgias to depart.,semantics,quantifiers,existential_there_quantifiers_2,411,p22,existential_there_quantifiers_2,target
Who are a lot of patients realizing they weren't embarrassing?,Who are a lot of patients realizing what weren't embarrassing?,syntax,island_effects,wh_island,626,p22,wh_island,target
Some box resembles those prints of Diana.,Some box falls those prints of Diana.,syntax,argument_structure,transitive,740,p22,transitive,target
Lori is discovering the water.,The beef is discovering the water.,syntax,s-selection,animate_subject_trans,136,p22,animate_subject_trans,target
Michael's colleagues were left by Jacqueline.,Michael's colleagues were littered by Jacqueline.,syntax,argument_structure,passive_1,136,p22,passive_1,target
Some hamster breaks these windows.,Some hamster falls these windows.,syntax,argument_structure,transitive,411,p22,transitive,target
A cashier who is concealing Andrea has not ever played.,A cashier who is not concealing Andrea has ever played.,syntax_semantics,npi_licensing,sentential_negation_npi_scope,859,p22,sentential_negation_npi_scope,target
Todd is investigated by Guy.,Todd is grinned by Guy.,syntax,argument_structure,passive_1,740,p22,passive_1,target
Even some students also bake.,Even some students ever bake.,semantics,npi_licensing,npi_present_1,859,p22,npi_present_1,target
This hospital reveals what that octopus didn't find.,This hospital reveals that that octopus didn't find.,syntax,filler_gap_dependency,wh_vs_that_with_gap,740,p22,wh_vs_that_with_gap,target
